instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group
8297,2011-12-17,Winter,2011,Dec,8,No,Sat,No,Mist/Cloudy,0.26,0.2576,0.56,0.2239,4,55,59,Morning Peak
8298,2011-12-17,Winter,2011,Dec,9,No,Sat,No,Mist/Cloudy,0.26,0.2424,0.56,0.2537,5,95,100,Morning Peak
8299,2011-12-17,Winter,2011,Dec,10,No,Sat,No,Mist/Cloudy,0.26,0.2424,0.52,0.2836,10,171,181,Afternoon
8300,2011-12-17,Winter,2011,Dec,11,No,Sat,No,Mist/Cloudy,0.28,0.2576,0.45,0.3284,21,188,209,Afternoon
8301,2011-12-17,Winter,2011,Dec,12,No,Sat,No,Mist/Cloudy,0.28,0.2576,0.45,0.2836,28,216,244,Afternoon
8302,2011-12-17,Winter,2011,Dec,13,No,Sat,No,Mist/Cloudy,0.28,0.2727,0.48,0.2537,32,204,236,Afternoon
8303,2011-12-17,Winter,2011,Dec,14,No,Sat,No,Clear,0.28,0.2576,0.45,0.3582,30,207,237,Afternoon
8304,2011-12-17,Winter,2011,Dec,15,No,Sat,No,Clear,0.28,0.2576,0.45,0.2836,33,195,228,Afternoon
8305,2011-12-17,Winter,2011,Dec,16,No,Sat,No,Clear,0.28,0.2727,0.45,0.2239,30,192,222,Evening Peak
8306,2011-12-17,Winter,2011,Dec,17,No,Sat,No,Clear,0.26,0.2576,0.48,0.2239,12,153,165,Evening Peak
8307,2011-12-17,Winter,2011,Dec,18,No,Sat,No,Clear,0.26,0.2273,0.48,0.3881,7,150,157,Evening Peak
8308,2011-12-17,Winter,2011,Dec,19,No,Sat,No,Light Rain/Snow,0.24,0.2121,0.65,0.3284,11,95,106,Evening Peak
8309,2011-12-17,Winter,2011,Dec,20,No,Sat,No,Clear,0.22,0.2121,0.69,0.2537,7,99,106,Off Hours
8310,2011-12-17,Winter,2011,Dec,21,No,Sat,No,Clear,0.2,0.2121,0.75,0.1642,8,88,96,Off Hours
8311,2011-12-17,Winter,2011,Dec,22,No,Sat,No,Clear,0.2,0.2121,0.75,0.1642,7,73,80,Off Hours
8312,2011-12-17,Winter,2011,Dec,23,No,Sat,No,Clear,0.2,0.2273,0.75,0.0,6,63,69,Off Hours
8313,2011-12-18,Winter,2011,Dec,0,No,Sun,No,Clear,0.2,0.2121,0.75,0.1343,7,64,71,Off Hours
8314,2011-12-18,Winter,2011,Dec,1,No,Sun,No,Clear,0.2,0.2273,0.69,0.1045,3,43,46,Off Hours
8315,2011-12-18,Winter,2011,Dec,2,No,Sun,No,Clear,0.22,0.2424,0.55,0.1045,2,39,41,Off Hours
8316,2011-12-18,Winter,2011,Dec,3,No,Sun,No,Clear,0.22,0.2121,0.55,0.2239,2,16,18,Off Hours
8317,2011-12-18,Winter,2011,Dec,4,No,Sun,No,Clear,0.22,0.2121,0.55,0.2239,0,1,1,Off Hours
8318,2011-12-18,Winter,2011,Dec,5,No,Sun,No,Clear,0.2,0.2273,0.59,0.1045,1,4,5,Off Hours
8319,2011-12-18,Winter,2011,Dec,6,No,Sun,No,Clear,0.2,0.2121,0.59,0.1343,0,3,3,Morning Peak
8320,2011-12-18,Winter,2011,Dec,7,No,Sun,No,Clear,0.2,0.2121,0.59,0.1642,1,11,12,Morning Peak
8321,2011-12-18,Winter,2011,Dec,8,No,Sun,No,Clear,0.2,0.2576,0.69,0.0,1,31,32,Morning Peak
8322,2011-12-18,Winter,2011,Dec,9,No,Sun,No,Clear,0.22,0.2273,0.64,0.1642,6,75,81,Morning Peak
8323,2011-12-18,Winter,2011,Dec,10,No,Sun,No,Clear,0.24,0.2273,0.6,0.2537,7,122,129,Afternoon
8324,2011-12-18,Winter,2011,Dec,11,No,Sun,No,Mist/Cloudy,0.24,0.2273,0.6,0.2239,20,168,188,Afternoon
8325,2011-12-18,Winter,2011,Dec,12,No,Sun,No,Clear,0.26,0.2576,0.6,0.2239,26,202,228,Afternoon
8326,2011-12-18,Winter,2011,Dec,13,No,Sun,No,Clear,0.3,0.2727,0.49,0.2985,18,210,228,Afternoon
8327,2011-12-18,Winter,2011,Dec,14,No,Sun,No,Clear,0.3,0.2879,0.49,0.2836,19,200,219,Afternoon
8328,2011-12-18,Winter,2011,Dec,15,No,Sun,No,Clear,0.32,0.303,0.45,0.2836,23,184,207,Afternoon
8329,2011-12-18,Winter,2011,Dec,16,No,Sun,No,Clear,0.28,0.2727,0.48,0.2537,27,207,234,Evening Peak
8330,2011-12-18,Winter,2011,Dec,17,No,Sun,No,Clear,0.28,0.2727,0.46,0.1642,10,126,136,Evening Peak
8331,2011-12-18,Winter,2011,Dec,18,No,Sun,No,Clear,0.28,0.2727,0.45,0.194,15,123,138,Evening Peak
8332,2011-12-18,Winter,2011,Dec,19,No,Sun,No,Clear,0.26,0.2727,0.52,0.1343,5,130,135,Evening Peak
8333,2011-12-18,Winter,2011,Dec,20,No,Sun,No,Clear,0.24,0.2576,0.6,0.1045,10,94,104,Off Hours
8334,2011-12-18,Winter,2011,Dec,21,No,Sun,No,Clear,0.22,0.2727,0.64,0.0,9,80,89,Off Hours
8335,2011-12-18,Winter,2011,Dec,22,No,Sun,No,Clear,0.22,0.2273,0.75,0.194,2,47,49,Off Hours
8336,2011-12-18,Winter,2011,Dec,23,No,Sun,No,Clear,0.2,0.2273,0.75,0.1045,6,31,37,Off Hours
8337,2011-12-19,Winter,2011,Dec,0,No,Mon,Yes,Clear,0.2,0.2273,0.75,0.0896,3,14,17,Off Hours
8338,2011-12-19,Winter,2011,Dec,1,No,Mon,Yes,Clear,0.18,0.2121,0.8,0.0896,3,8,11,Off Hours
8339,2011-12-19,Winter,2011,Dec,2,No,Mon,Yes,Clear,0.18,0.2121,0.8,0.0896,0,3,3,Off Hours
8340,2011-12-19,Winter,2011,Dec,3,No,Mon,Yes,Clear,0.16,0.197,0.86,0.0896,0,3,3,Off Hours
8341,2011-12-19,Winter,2011,Dec,4,No,Mon,Yes,Clear,0.16,0.1818,0.86,0.1343,0,4,4,Off Hours
8342,2011-12-19,Winter,2011,Dec,5,No,Mon,Yes,Clear,0.14,0.1667,0.93,0.1045,0,21,21,Off Hours
8343,2011-12-19,Winter,2011,Dec,6,No,Mon,Yes,Clear,0.16,0.1818,0.86,0.1045,0,68,68,Morning Peak
8344,2011-12-19,Winter,2011,Dec,7,No,Mon,Yes,Clear,0.18,0.2121,0.74,0.1045,4,187,191,Morning Peak
8345,2011-12-19,Winter,2011,Dec,8,No,Mon,Yes,Clear,0.2,0.197,0.75,0.194,8,389,397,Morning Peak
8346,2011-12-19,Winter,2011,Dec,9,No,Mon,Yes,Clear,0.22,0.2121,0.69,0.2239,17,166,183,Morning Peak
8347,2011-12-19,Winter,2011,Dec,10,No,Mon,Yes,Clear,0.24,0.2273,0.67,0.194,12,96,108,Afternoon
8348,2011-12-19,Winter,2011,Dec,11,No,Mon,Yes,Clear,0.26,0.2424,0.65,0.2537,22,105,127,Afternoon
8349,2011-12-19,Winter,2011,Dec,12,No,Mon,Yes,Clear,0.3,0.2727,0.61,0.3284,13,128,141,Afternoon
8350,2011-12-19,Winter,2011,Dec,13,No,Mon,Yes,Clear,0.34,0.303,0.49,0.3284,15,127,142,Afternoon
8351,2011-12-19,Winter,2011,Dec,14,No,Mon,Yes,Clear,0.36,0.3485,0.46,0.2239,30,107,137,Afternoon
8352,2011-12-19,Winter,2011,Dec,15,No,Mon,Yes,Clear,0.38,0.3939,0.46,0.1642,24,135,159,Afternoon
8353,2011-12-19,Winter,2011,Dec,16,No,Mon,Yes,Clear,0.4,0.4091,0.4,0.2537,19,189,208,Evening Peak
8354,2011-12-19,Winter,2011,Dec,17,No,Mon,Yes,Clear,0.38,0.3939,0.46,0.194,16,362,378,Evening Peak
8355,2011-12-19,Winter,2011,Dec,18,No,Mon,Yes,Clear,0.36,0.3485,0.5,0.194,11,343,354,Evening Peak
8356,2011-12-19,Winter,2011,Dec,19,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.53,0.1642,17,234,251,Evening Peak
8357,2011-12-19,Winter,2011,Dec,20,No,Mon,Yes,Clear,0.4,0.4091,0.4,0.1642,9,197,206,Off Hours
8358,2011-12-19,Winter,2011,Dec,21,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.53,0.1343,15,112,127,Off Hours
8359,2011-12-19,Winter,2011,Dec,22,No,Mon,Yes,Mist/Cloudy,0.36,0.3485,0.57,0.1642,12,95,107,Off Hours
8360,2011-12-19,Winter,2011,Dec,23,No,Mon,Yes,Clear,0.36,0.3485,0.53,0.1642,10,50,60,Off Hours
8361,2011-12-20,Winter,2011,Dec,0,No,Tue,Yes,Clear,0.36,0.3636,0.57,0.1045,0,21,21,Off Hours
8362,2011-12-20,Winter,2011,Dec,1,No,Tue,Yes,Clear,0.36,0.3788,0.53,0.0,0,6,6,Off Hours
8363,2011-12-20,Winter,2011,Dec,2,No,Tue,Yes,Mist/Cloudy,0.34,0.3636,0.61,0.0,1,10,11,Off Hours
8364,2011-12-20,Winter,2011,Dec,3,No,Tue,Yes,Mist/Cloudy,0.34,0.3636,0.61,0.0,1,1,2,Off Hours
8365,2011-12-20,Winter,2011,Dec,4,No,Tue,Yes,Mist/Cloudy,0.36,0.3636,0.53,0.1045,0,4,4,Off Hours
8366,2011-12-20,Winter,2011,Dec,5,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.57,0.0,0,15,15,Off Hours
8367,2011-12-20,Winter,2011,Dec,6,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.57,0.0,1,71,72,Morning Peak
8368,2011-12-20,Winter,2011,Dec,7,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.62,0.0,7,261,268,Morning Peak
8369,2011-12-20,Winter,2011,Dec,8,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.54,0.0896,10,422,432,Morning Peak
8370,2011-12-20,Winter,2011,Dec,9,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.66,0.0,14,245,259,Morning Peak
8371,2011-12-20,Winter,2011,Dec,10,No,Tue,Yes,Mist/Cloudy,0.42,0.4242,0.58,0.194,20,109,129,Afternoon
8372,2011-12-20,Winter,2011,Dec,11,No,Tue,Yes,Mist/Cloudy,0.4,0.4091,0.62,0.1642,13,116,129,Afternoon
8373,2011-12-20,Winter,2011,Dec,12,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.1343,16,159,175,Afternoon
8374,2011-12-20,Winter,2011,Dec,13,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.1343,18,163,181,Afternoon
8375,2011-12-20,Winter,2011,Dec,14,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.58,0.1045,11,127,138,Afternoon
8376,2011-12-20,Winter,2011,Dec,15,No,Tue,Yes,Mist/Cloudy,0.44,0.4394,0.54,0.0,15,139,154,Afternoon
8377,2011-12-20,Winter,2011,Dec,16,No,Tue,Yes,Clear,0.44,0.4394,0.54,0.0,20,218,238,Evening Peak
8378,2011-12-20,Winter,2011,Dec,17,No,Tue,Yes,Clear,0.4,0.4091,0.62,0.1642,14,417,431,Evening Peak
8379,2011-12-20,Winter,2011,Dec,18,No,Tue,Yes,Clear,0.38,0.3939,0.66,0.194,26,385,411,Evening Peak
8380,2011-12-20,Winter,2011,Dec,19,No,Tue,Yes,Clear,0.38,0.3939,0.66,0.0,6,218,224,Evening Peak
8381,2011-12-20,Winter,2011,Dec,20,No,Tue,Yes,Clear,0.36,0.3788,0.66,0.0,3,144,147,Off Hours
8382,2011-12-20,Winter,2011,Dec,21,No,Tue,Yes,Clear,0.36,0.3636,0.66,0.0896,4,139,143,Off Hours
8383,2011-12-20,Winter,2011,Dec,22,No,Tue,Yes,Mist/Cloudy,0.36,0.3788,0.66,0.0,3,104,107,Off Hours
8384,2011-12-20,Winter,2011,Dec,23,No,Tue,Yes,Mist/Cloudy,0.38,0.3939,0.62,0.0,13,40,53,Off Hours
8385,2011-12-21,Spring,2011,Dec,0,No,Wed,Yes,Mist/Cloudy,0.34,0.3333,0.71,0.1343,7,18,25,Off Hours
8386,2011-12-21,Spring,2011,Dec,1,No,Wed,Yes,Mist/Cloudy,0.36,0.3636,0.66,0.1045,1,10,11,Off Hours
8387,2011-12-21,Spring,2011,Dec,2,No,Wed,Yes,Mist/Cloudy,0.36,0.3788,0.71,0.0,0,4,4,Off Hours
8388,2011-12-21,Spring,2011,Dec,3,No,Wed,Yes,Mist/Cloudy,0.36,0.3788,0.71,0.0,0,2,2,Off Hours
8389,2011-12-21,Spring,2011,Dec,4,No,Wed,Yes,Mist/Cloudy,0.36,0.3788,0.71,0.0,0,2,2,Off Hours
8390,2011-12-21,Spring,2011,Dec,5,No,Wed,Yes,Mist/Cloudy,0.38,0.3939,0.82,0.1045,0,28,28,Off Hours
8391,2011-12-21,Spring,2011,Dec,6,No,Wed,Yes,Mist/Cloudy,0.36,0.3788,0.87,0.0,1,75,76,Morning Peak
8392,2011-12-21,Spring,2011,Dec,7,No,Wed,Yes,Mist/Cloudy,0.36,0.3636,0.87,0.1045,5,224,229,Morning Peak
8393,2011-12-21,Spring,2011,Dec,8,No,Wed,Yes,Light Rain/Snow,0.36,0.3788,0.93,0.0,12,393,405,Morning Peak
8394,2011-12-21,Spring,2011,Dec,9,No,Wed,Yes,Mist/Cloudy,0.4,0.4091,0.87,0.2239,14,220,234,Morning Peak
8395,2011-12-21,Spring,2011,Dec,10,No,Wed,Yes,Mist/Cloudy,0.48,0.4697,0.82,0.4179,6,83,89,Afternoon
8396,2011-12-21,Spring,2011,Dec,11,No,Wed,Yes,Mist/Cloudy,0.48,0.4697,0.82,0.4179,3,53,56,Afternoon
8397,2011-12-21,Spring,2011,Dec,12,No,Wed,Yes,Light Rain/Snow,0.46,0.4545,0.88,0.3881,3,58,61,Afternoon
8398,2011-12-21,Spring,2011,Dec,13,No,Wed,Yes,Light Rain/Snow,0.44,0.4394,0.94,0.2985,3,55,58,Afternoon
8399,2011-12-21,Spring,2011,Dec,14,No,Wed,Yes,Mist/Cloudy,0.48,0.4697,0.88,0.3582,11,40,51,Afternoon
8400,2011-12-21,Spring,2011,Dec,15,No,Wed,Yes,Mist/Cloudy,0.48,0.4697,0.88,0.3881,4,57,61,Afternoon
8401,2011-12-21,Spring,2011,Dec,16,No,Wed,Yes,Light Rain/Snow,0.44,0.4394,1.0,0.3284,6,95,101,Evening Peak
8402,2011-12-21,Spring,2011,Dec,17,No,Wed,Yes,Light Rain/Snow,0.44,0.4394,1.0,0.3284,3,226,229,Evening Peak
8403,2011-12-21,Spring,2011,Dec,18,No,Wed,Yes,Mist/Cloudy,0.44,0.4394,1.0,0.2985,2,278,280,Evening Peak
8404,2011-12-21,Spring,2011,Dec,19,No,Wed,Yes,Mist/Cloudy,0.5,0.4848,0.94,0.3284,9,200,209,Evening Peak
8405,2011-12-21,Spring,2011,Dec,20,No,Wed,Yes,Mist/Cloudy,0.5,0.4848,0.94,0.3582,5,162,167,Off Hours
8406,2011-12-21,Spring,2011,Dec,21,No,Wed,Yes,Clear,0.5,0.4848,0.88,0.2836,9,114,123,Off Hours
8407,2011-12-21,Spring,2011,Dec,22,No,Wed,Yes,Clear,0.5,0.4848,0.88,0.2537,3,102,105,Off Hours
8408,2011-12-21,Spring,2011,Dec,23,No,Wed,Yes,Clear,0.5,0.4848,0.88,0.194,0,54,54,Off Hours
8409,2011-12-22,Spring,2011,Dec,0,No,Thu,Yes,Mist/Cloudy,0.5,0.4848,0.82,0.1045,3,24,27,Off Hours
8410,2011-12-22,Spring,2011,Dec,1,No,Thu,Yes,Clear,0.44,0.4394,0.94,0.0896,0,15,15,Off Hours
8411,2011-12-22,Spring,2011,Dec,2,No,Thu,Yes,Clear,0.48,0.4697,0.82,0.1045,1,10,11,Off Hours
8412,2011-12-22,Spring,2011,Dec,3,No,Thu,Yes,Clear,0.44,0.4394,0.67,0.1642,0,6,6,Off Hours
8413,2011-12-22,Spring,2011,Dec,4,No,Thu,Yes,Clear,0.38,0.3939,0.82,0.1343,0,3,3,Off Hours
8414,2011-12-22,Spring,2011,Dec,5,No,Thu,Yes,Clear,0.38,0.3939,0.82,0.0,1,15,16,Off Hours
8415,2011-12-22,Spring,2011,Dec,6,No,Thu,Yes,Clear,0.36,0.3788,0.87,0.0,1,63,64,Morning Peak
8416,2011-12-22,Spring,2011,Dec,7,No,Thu,Yes,Clear,0.34,0.3636,0.93,0.0,4,182,186,Morning Peak
8417,2011-12-22,Spring,2011,Dec,8,No,Thu,Yes,Mist/Cloudy,0.36,0.3788,0.87,0.0,10,333,343,Morning Peak
8418,2011-12-22,Spring,2011,Dec,9,No,Thu,Yes,Mist/Cloudy,0.38,0.3939,0.87,0.0896,10,218,228,Morning Peak
8419,2011-12-22,Spring,2011,Dec,10,No,Thu,Yes,Mist/Cloudy,0.4,0.4091,0.82,0.0896,13,128,141,Afternoon
8420,2011-12-22,Spring,2011,Dec,11,No,Thu,Yes,Mist/Cloudy,0.44,0.4394,0.77,0.0,10,135,145,Afternoon
8421,2011-12-22,Spring,2011,Dec,12,No,Thu,Yes,Mist/Cloudy,0.48,0.4697,0.55,0.0,22,180,202,Afternoon
8422,2011-12-22,Spring,2011,Dec,13,No,Thu,Yes,Mist/Cloudy,0.46,0.4545,0.63,0.0,21,167,188,Afternoon
8423,2011-12-22,Spring,2011,Dec,14,No,Thu,Yes,Mist/Cloudy,0.46,0.4545,0.63,0.0,23,136,159,Afternoon
8424,2011-12-22,Spring,2011,Dec,15,No,Thu,Yes,Mist/Cloudy,0.48,0.4697,0.59,0.0,28,186,214,Afternoon
8425,2011-12-22,Spring,2011,Dec,16,No,Thu,Yes,Mist/Cloudy,0.46,0.4545,0.63,0.0,30,226,256,Evening Peak
8426,2011-12-22,Spring,2011,Dec,17,No,Thu,Yes,Mist/Cloudy,0.44,0.4394,0.67,0.1642,24,332,356,Evening Peak
8427,2011-12-22,Spring,2011,Dec,18,No,Thu,Yes,Mist/Cloudy,0.44,0.4394,0.62,0.0896,11,277,288,Evening Peak
8428,2011-12-22,Spring,2011,Dec,19,No,Thu,Yes,Mist/Cloudy,0.44,0.4394,0.62,0.0,12,130,142,Evening Peak
8429,2011-12-22,Spring,2011,Dec,20,No,Thu,Yes,Light Rain/Snow,0.42,0.4242,0.71,0.0,0,33,33,Off Hours
8430,2011-12-22,Spring,2011,Dec,21,No,Thu,Yes,Light Rain/Snow,0.42,0.4242,0.71,0.0,2,15,17,Off Hours
8431,2011-12-22,Spring,2011,Dec,22,No,Thu,Yes,Light Rain/Snow,0.36,0.3636,0.93,0.1045,0,17,17,Off Hours
8432,2011-12-22,Spring,2011,Dec,23,No,Thu,Yes,Light Rain/Snow,0.4,0.4091,0.87,0.0,1,10,11,Off Hours
8433,2011-12-23,Spring,2011,Dec,0,No,Fri,Yes,Light Rain/Snow,0.4,0.4091,0.87,0.194,2,7,9,Off Hours
8434,2011-12-23,Spring,2011,Dec,1,No,Fri,Yes,Light Rain/Snow,0.4,0.4091,0.87,0.194,1,11,12,Off Hours
8435,2011-12-23,Spring,2011,Dec,2,No,Fri,Yes,Light Rain/Snow,0.38,0.3939,0.94,0.1343,1,12,13,Off Hours
8436,2011-12-23,Spring,2011,Dec,3,No,Fri,Yes,Light Rain/Snow,0.38,0.3939,0.94,0.1343,0,4,4,Off Hours
8437,2011-12-23,Spring,2011,Dec,4,No,Fri,Yes,Light Rain/Snow,0.38,0.3939,0.94,0.2836,0,2,2,Off Hours
8438,2011-12-23,Spring,2011,Dec,5,No,Fri,Yes,Clear,0.36,0.3485,0.93,0.194,0,8,8,Off Hours
8439,2011-12-23,Spring,2011,Dec,6,No,Fri,Yes,Clear,0.38,0.3939,0.82,0.2537,0,40,40,Morning Peak
8440,2011-12-23,Spring,2011,Dec,7,No,Fri,Yes,Clear,0.38,0.3939,0.82,0.2239,4,88,92,Morning Peak
8441,2011-12-23,Spring,2011,Dec,8,No,Fri,Yes,Clear,0.4,0.4091,0.76,0.2537,9,173,182,Morning Peak
8442,2011-12-23,Spring,2011,Dec,9,No,Fri,Yes,Clear,0.4,0.4091,0.66,0.2985,4,152,156,Morning Peak
8443,2011-12-23,Spring,2011,Dec,10,No,Fri,Yes,Clear,0.4,0.4091,0.62,0.3582,8,96,104,Afternoon
8444,2011-12-23,Spring,2011,Dec,11,No,Fri,Yes,Clear,0.4,0.4091,0.58,0.4478,26,148,174,Afternoon
8445,2011-12-23,Spring,2011,Dec,12,No,Fri,Yes,Clear,0.4,0.4091,0.54,0.5224,14,156,170,Afternoon
8446,2011-12-23,Spring,2011,Dec,13,No,Fri,Yes,Clear,0.4,0.4091,0.5,0.4627,17,177,194,Afternoon
8447,2011-12-23,Spring,2011,Dec,14,No,Fri,Yes,Clear,0.4,0.4091,0.54,0.4179,23,177,200,Afternoon
8448,2011-12-23,Spring,2011,Dec,15,No,Fri,Yes,Clear,0.38,0.3939,0.54,0.3582,12,191,203,Afternoon
8449,2011-12-23,Spring,2011,Dec,16,No,Fri,Yes,Clear,0.38,0.3939,0.5,0.2985,15,166,181,Evening Peak
8450,2011-12-23,Spring,2011,Dec,17,No,Fri,Yes,Clear,0.36,0.3485,0.53,0.2239,11,129,140,Evening Peak
8451,2011-12-23,Spring,2011,Dec,18,No,Fri,Yes,Clear,0.36,0.3333,0.5,0.2537,4,91,95,Evening Peak
8452,2011-12-23,Spring,2011,Dec,19,No,Fri,Yes,Clear,0.34,0.3333,0.53,0.194,1,75,76,Evening Peak
8453,2011-12-23,Spring,2011,Dec,20,No,Fri,Yes,Clear,0.32,0.303,0.61,0.3284,3,47,50,Off Hours
8454,2011-12-23,Spring,2011,Dec,21,No,Fri,Yes,Clear,0.32,0.303,0.61,0.2239,0,32,32,Off Hours
8455,2011-12-23,Spring,2011,Dec,22,No,Fri,Yes,Clear,0.32,0.3182,0.66,0.194,4,43,47,Off Hours
8456,2011-12-23,Spring,2011,Dec,23,No,Fri,Yes,Clear,0.32,0.3333,0.66,0.1343,4,21,25,Off Hours
8457,2011-12-24,Spring,2011,Dec,0,No,Sat,No,Mist/Cloudy,0.32,0.3182,0.7,0.1642,3,20,23,Off Hours
8458,2011-12-24,Spring,2011,Dec,1,No,Sat,No,Mist/Cloudy,0.32,0.3485,0.66,0.0,1,15,16,Off Hours
8459,2011-12-24,Spring,2011,Dec,2,No,Sat,No,Mist/Cloudy,0.32,0.3333,0.66,0.0896,4,22,26,Off Hours
8460,2011-12-24,Spring,2011,Dec,3,No,Sat,No,Mist/Cloudy,0.32,0.3333,0.7,0.0896,0,5,5,Off Hours
8461,2011-12-24,Spring,2011,Dec,4,No,Sat,No,Mist/Cloudy,0.32,0.3182,0.66,0.1642,0,3,3,Off Hours
8462,2011-12-24,Spring,2011,Dec,5,No,Sat,No,Mist/Cloudy,0.32,0.3182,0.66,0.1642,1,3,4,Off Hours
8463,2011-12-24,Spring,2011,Dec,6,No,Sat,No,Mist/Cloudy,0.3,0.303,0.75,0.1642,0,10,10,Morning Peak
8464,2011-12-24,Spring,2011,Dec,7,No,Sat,No,Clear,0.3,0.2727,0.7,0.3582,0,10,10,Morning Peak
8465,2011-12-24,Spring,2011,Dec,8,No,Sat,No,Clear,0.28,0.2727,0.7,0.194,0,27,27,Morning Peak
8466,2011-12-24,Spring,2011,Dec,9,No,Sat,No,Clear,0.3,0.2727,0.45,0.4179,3,53,56,Morning Peak
8467,2011-12-24,Spring,2011,Dec,10,No,Sat,No,Clear,0.3,0.2576,0.42,0.4925,4,52,56,Afternoon
8468,2011-12-24,Spring,2011,Dec,11,No,Sat,No,Clear,0.32,0.2879,0.39,0.3582,9,62,71,Afternoon
8469,2011-12-24,Spring,2011,Dec,12,No,Sat,No,Clear,0.34,0.3182,0.39,0.2836,15,79,94,Afternoon
8470,2011-12-24,Spring,2011,Dec,13,No,Sat,No,Clear,0.34,0.303,0.39,0.2985,24,97,121,Afternoon
8471,2011-12-24,Spring,2011,Dec,14,No,Sat,No,Clear,0.34,0.303,0.39,0.2985,15,70,85,Afternoon
8472,2011-12-24,Spring,2011,Dec,15,No,Sat,No,Clear,0.32,0.303,0.39,0.2239,15,82,97,Afternoon
8473,2011-12-24,Spring,2011,Dec,16,No,Sat,No,Clear,0.32,0.3182,0.42,0.194,25,74,99,Evening Peak
8474,2011-12-24,Spring,2011,Dec,17,No,Sat,No,Clear,0.28,0.2879,0.45,0.1343,15,53,68,Evening Peak
8475,2011-12-24,Spring,2011,Dec,18,No,Sat,No,Clear,0.3,0.3182,0.42,0.0896,2,33,35,Evening Peak
8476,2011-12-24,Spring,2011,Dec,19,No,Sat,No,Clear,0.3,0.3182,0.52,0.0896,1,24,25,Evening Peak
8477,2011-12-24,Spring,2011,Dec,20,No,Sat,No,Clear,0.26,0.2727,0.56,0.1343,5,19,24,Off Hours
8478,2011-12-24,Spring,2011,Dec,21,No,Sat,No,Clear,0.26,0.2576,0.56,0.1642,4,15,19,Off Hours
8479,2011-12-24,Spring,2011,Dec,22,No,Sat,No,Clear,0.24,0.2879,0.52,0.0,8,12,20,Off Hours
8480,2011-12-24,Spring,2011,Dec,23,No,Sat,No,Clear,0.24,0.2576,0.56,0.0,1,16,17,Off Hours
8481,2011-12-25,Spring,2011,Dec,0,No,Sun,No,Clear,0.24,0.2273,0.6,0.194,2,4,6,Off Hours
8482,2011-12-25,Spring,2011,Dec,1,No,Sun,No,Clear,0.22,0.2273,0.69,0.1343,2,2,4,Off Hours
8483,2011-12-25,Spring,2011,Dec,2,No,Sun,No,Clear,0.22,0.2576,0.75,0.0896,0,2,2,Off Hours
8484,2011-12-25,Spring,2011,Dec,3,No,Sun,No,Clear,0.22,0.2727,0.72,0.0,1,3,4,Off Hours
8485,2011-12-25,Spring,2011,Dec,5,No,Sun,No,Clear,0.2,0.2273,0.75,0.1045,0,1,1,Off Hours
8486,2011-12-25,Spring,2011,Dec,6,No,Sun,No,Clear,0.2,0.2273,0.75,0.1045,0,1,1,Morning Peak
8487,2011-12-25,Spring,2011,Dec,7,No,Sun,No,Clear,0.22,0.2424,0.8,0.1045,0,4,4,Morning Peak
8488,2011-12-25,Spring,2011,Dec,8,No,Sun,No,Clear,0.2,0.2121,0.8,0.1642,1,4,5,Morning Peak
8489,2011-12-25,Spring,2011,Dec,9,No,Sun,No,Clear,0.24,0.2424,0.87,0.1642,3,20,23,Morning Peak
8490,2011-12-25,Spring,2011,Dec,10,No,Sun,No,Clear,0.26,0.2424,0.81,0.2537,31,12,43,Afternoon
8491,2011-12-25,Spring,2011,Dec,11,No,Sun,No,Clear,0.3,0.303,0.7,0.1642,43,42,85,Afternoon
8492,2011-12-25,Spring,2011,Dec,12,No,Sun,No,Clear,0.3,0.2727,0.75,0.2985,25,41,66,Afternoon
8493,2011-12-25,Spring,2011,Dec,13,No,Sun,No,Clear,0.32,0.303,0.7,0.2537,40,39,79,Afternoon
8494,2011-12-25,Spring,2011,Dec,14,No,Sun,No,Clear,0.34,0.3182,0.61,0.2537,41,45,86,Afternoon
8495,2011-12-25,Spring,2011,Dec,15,No,Sun,No,Clear,0.34,0.3333,0.61,0.194,43,48,91,Afternoon
8496,2011-12-25,Spring,2011,Dec,16,No,Sun,No,Clear,0.36,0.3636,0.57,0.1045,35,51,86,Evening Peak
8497,2011-12-25,Spring,2011,Dec,17,No,Sun,No,Clear,0.34,0.3333,0.61,0.1343,11,33,44,Evening Peak
8498,2011-12-25,Spring,2011,Dec,18,No,Sun,No,Clear,0.32,0.3182,0.7,0.194,7,23,30,Evening Peak
8499,2011-12-25,Spring,2011,Dec,19,No,Sun,No,Clear,0.32,0.3333,0.57,0.1343,2,14,16,Evening Peak
